loading app ryu.app.simple_switch_13
loading app ryu.controller.ofp_handler
instantiating app ryu.app.simple_switch_13 of SimpleSwitch13
instantiating app ryu.controller.ofp_handler of OFPHandler
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:16 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:16 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:02 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:16 2
packet in 2 1e:8e:f9:a9:87:dc 33:33:00:00:00:16 2
packet in 3 1e:8e:f9:a9:87:dc 33:33:00:00:00:16 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 2 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 3 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:16 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:02 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:16 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 2 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 3 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:16 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:16 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 2 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 3 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:16 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:16 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:16 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:16 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:16 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:16 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 2 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 3 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 2 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 3 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 1 d6:f0:4f:2d:2e:26 33:33:00:00:00:02 1
packet in 2 d6:f0:4f:2d:2e:26 33:33:00:00:00:02 2
packet in 3 d6:f0:4f:2d:2e:26 33:33:00:00:00:02 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 2 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 3 1e:8e:f9:a9:87:dc 33:33:00:00:00:fb 2
packet in 2 f2:02:6d:1d:2e:f2 33:33:00:00:00:02 1
packet in 1 f2:02:6d:1d:2e:f2 33:33:00:00:00:02 2
packet in 3 f2:02:6d:1d:2e:f2 33:33:00:00:00:02 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:02 3
packet in 3 fa:c0:02:0d:a3:10 33:33:00:00:00:02 1
packet in 2 fa:c0:02:0d:a3:10 33:33:00:00:00:02 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:02 2
packet in 1 fa:c0:02:0d:a3:10 33:33:00:00:00:02 2
packet in 2 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 3
packet in 1 7e:a2:19:b0:52:c3 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:fb 2
packet in 1 ca:8f:7d:71:3c:fb 33:33:00:00:00:02 2
packet in 2 1e:8e:f9:a9:87:dc 33:33:00:00:00:02 2
packet in 3 1e:8e:f9:a9:87:dc 33:33:00:00:00:02 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:fb 2
packet in 3 f2:d6:f8:6f:19:e5 33:33:00:00:00:02 2
